,Read,Predicted,Difference
75,51.96,92.26,40.300000000000004
76,75.0,75.74,0.7399999999999949
77,51.96,92.26,40.300000000000004
78,104.0,78.75,25.25
79,76.5,89.02,12.519999999999996
80,94.5,89.6,4.900000000000006
81,94.5,89.6,4.900000000000006
82,76.5,86.74,10.239999999999995
83,76.5,87.1,10.599999999999994
84,94.5,89.6,4.900000000000006
85,94.5,91.49,3.010000000000005
86,138.5,84.33,54.17
87,55.96,82.6,26.639999999999993
88,94.5,89.6,4.900000000000006
89,94.5,89.6,4.900000000000006
90,72.5,78.31,5.810000000000002
91,94.5,91.49,3.010000000000005
92,94.5,91.49,3.010000000000005
93,94.5,89.6,4.900000000000006
94,94.5,91.49,3.010000000000005
95,72.5,78.31,5.810000000000002
96,94.5,89.6,4.900000000000006
97,94.5,91.49,3.010000000000005
98,94.5,91.49,3.010000000000005
99,94.5,89.6,4.900000000000006
100,94.5,91.49,3.010000000000005
101,55.96,82.6,26.639999999999993
102,72.5,78.31,5.810000000000002
103,58.9,82.94,24.04
104,94.5,89.6,4.900000000000006
105,94.5,89.6,4.900000000000006
106,94.5,89.6,4.900000000000006
107,94.5,89.6,4.900000000000006
108,94.5,91.49,3.010000000000005
109,76.5,87.1,10.599999999999994
110,94.5,89.6,4.900000000000006
111,94.5,91.49,3.010000000000005
112,138.5,84.33,54.17
113,94.5,89.6,4.900000000000006
114,94.5,91.49,3.010000000000005
115,94.5,91.49,3.010000000000005
116,76.5,87.7,11.200000000000003
117,76.5,86.01,9.510000000000005
118,63.75,83.67,19.92
119,76.5,78.49,1.9899999999999949
120,76.5,92.7,16.200000000000003
121,91.33,78.49,12.840000000000003
122,76.5,78.49,1.9899999999999949
123,91.33,81.56,9.769999999999996
124,76.5,92.7,16.200000000000003
125,91.33,78.49,12.840000000000003
126,76.5,90.78,14.280000000000001
127,67.15,75.42,8.269999999999996
128,76.5,85.01,8.510000000000005
129,76.5,89.27,12.769999999999996
130,76.5,89.49,12.989999999999995
131,76.5,91.12,14.620000000000005
132,76.5,92.68,16.180000000000007
133,55.96,88.95,32.99
134,-0.0,87.26,87.26
135,85.5,90.57,5.069999999999993
136,89.25,107.04,17.790000000000006
137,89.25,107.0,17.75
138,76.5,89.07,12.569999999999993
139,-0.0,107.66,107.66
140,68.0,86.06,18.060000000000002
141,68.0,88.42,20.42
142,76.5,89.09,12.590000000000003
143,76.5,91.16,14.659999999999997
144,76.5,90.03,13.530000000000001
145,85.5,87.71,2.2099999999999937
146,76.5,87.76,11.260000000000005
147,76.5,88.41,11.909999999999997
148,52.36,86.15,33.790000000000006
149,57.5,72.71,15.209999999999994
150,57.5,72.71,15.209999999999994
151,108.75,78.76,29.989999999999995
152,75.0,75.73,0.730000000000004
153,75.0,75.73,0.730000000000004
154,75.0,75.73,0.730000000000004
155,75.0,75.73,0.730000000000004
156,75.0,75.73,0.730000000000004
157,75.0,75.73,0.730000000000004
158,75.0,75.73,0.730000000000004
159,57.5,72.71,15.209999999999994
160,75.0,75.73,0.730000000000004
161,75.0,75.73,0.730000000000004
162,108.75,78.76,29.989999999999995
163,75.0,75.73,0.730000000000004
164,75.0,75.73,0.730000000000004
165,75.0,75.73,0.730000000000004
166,-0.0,72.71,72.71
167,108.75,78.76,29.989999999999995
168,75.0,75.73,0.730000000000004
169,57.5,72.71,15.209999999999994
170,94.5,92.61,1.8900000000000006
171,72.5,87.76,15.260000000000005
172,94.5,92.61,1.8900000000000006
173,94.5,90.7,3.799999999999997
174,94.5,92.61,1.8900000000000006
175,94.5,92.61,1.8900000000000006
176,94.5,92.61,1.8900000000000006
177,94.5,92.61,1.8900000000000006
178,94.5,92.61,1.8900000000000006
179,94.5,90.7,3.799999999999997
180,94.5,90.7,3.799999999999997
181,94.5,92.61,1.8900000000000006
182,94.5,92.61,1.8900000000000006
183,94.5,90.7,3.799999999999997
184,94.5,92.61,1.8900000000000006
185,94.5,92.61,1.8900000000000006
186,94.5,92.61,1.8900000000000006
187,94.5,92.61,1.8900000000000006
188,94.5,92.61,1.8900000000000006
189,94.5,92.61,1.8900000000000006
190,138.5,94.0,44.5
191,94.5,92.61,1.8900000000000006
192,94.5,92.61,1.8900000000000006
193,94.5,92.61,1.8900000000000006
194,62.0,74.84,12.840000000000003
195,62.0,74.84,12.840000000000003
196,-0.0,71.82,71.82
197,62.0,76.63,14.629999999999995
198,62.0,76.63,14.629999999999995
199,62.0,76.63,14.629999999999995
200,68.0,86.1,18.099999999999994
201,62.0,76.63,14.629999999999995
202,62.0,76.63,14.629999999999995
203,60.0,71.97,11.969999999999999
204,62.0,76.63,14.629999999999995
205,62.0,76.63,14.629999999999995
206,62.0,74.84,12.840000000000003
207,62.0,74.84,12.840000000000003
208,62.0,76.63,14.629999999999995
209,62.0,76.63,14.629999999999995
210,62.0,74.84,12.840000000000003
211,62.0,74.84,12.840000000000003
212,62.0,76.63,14.629999999999995
213,62.0,76.63,14.629999999999995
214,84.0,78.01,5.989999999999995
215,62.0,76.63,14.629999999999995
216,62.0,76.63,14.629999999999995
217,62.0,74.84,12.840000000000003
218,62.0,76.63,14.629999999999995
219,62.0,74.84,12.840000000000003
220,-0.0,71.82,71.82
221,62.0,76.63,14.629999999999995
222,62.0,74.84,12.840000000000003
223,62.0,74.84,12.840000000000003
224,62.0,76.63,14.629999999999995
225,62.0,75.55,13.549999999999997
226,85.5,90.76,5.260000000000005
227,76.5,94.78,18.28
228,76.5,94.78,18.28
229,80.7,85.69,4.989999999999995
230,76.5,91.06,14.560000000000002
231,68.0,88.15,20.150000000000006
232,76.5,91.29,14.790000000000006
233,46.66,97.66,51.0
234,104.0,90.42,13.579999999999998
235,76.5,85.97,9.469999999999999
236,55.08,101.2,46.120000000000005
237,62.0,78.78,16.78
238,62.0,77.53,15.530000000000001
239,84.0,80.56,3.4399999999999977
240,62.0,79.49,17.489999999999995
241,62.0,79.49,17.489999999999995
242,62.0,77.53,15.530000000000001
243,62.0,79.33,17.33
244,62.0,79.49,17.489999999999995
245,62.0,79.49,17.489999999999995
246,62.0,77.53,15.530000000000001
247,62.0,79.33,17.33
248,62.0,79.49,17.489999999999995
249,62.0,77.53,15.530000000000001
250,62.0,78.78,16.78
251,-0.0,74.49,74.49
252,84.0,80.56,3.4399999999999977
253,62.0,78.78,16.78
254,62.0,77.53,15.530000000000001
255,62.0,79.49,17.489999999999995
256,62.0,79.49,17.489999999999995
257,62.0,77.53,15.530000000000001
258,62.0,79.33,17.33
259,60.0,74.49,14.489999999999995
260,62.0,79.49,17.489999999999995
261,62.0,79.49,17.489999999999995
262,62.0,79.49,17.489999999999995
263,62.0,77.53,15.530000000000001
264,62.0,79.33,17.33
265,62.0,78.82,16.819999999999993
266,62.0,77.53,15.530000000000001
267,62.0,80.19,18.189999999999998
268,62.0,77.53,15.530000000000001
269,62.0,79.33,17.33
270,84.0,80.71,3.2900000000000063
271,68.5,83.05,14.549999999999997
272,76.5,88.79,12.290000000000006
273,68.0,87.61,19.61
274,76.5,89.61,13.11
275,76.5,87.96,11.459999999999994
276,76.5,89.6,13.099999999999994
277,76.5,91.62,15.120000000000005
278,62.0,79.49,17.489999999999995
279,62.0,77.53,15.530000000000001
280,-0.0,74.49,74.49
281,62.0,78.78,16.78
282,62.0,79.49,17.489999999999995
283,55.96,87.44,31.479999999999997
284,62.0,79.33,17.33
285,62.0,77.53,15.530000000000001
286,62.0,79.49,17.489999999999995
287,76.5,91.52,15.019999999999996
288,90.0,91.69,1.6899999999999977
289,90.0,92.95,2.950000000000003
290,90.0,92.95,2.950000000000003
291,90.0,91.69,1.6899999999999977
292,90.0,91.69,1.6899999999999977
293,90.0,91.69,1.6899999999999977
294,90.0,91.69,1.6899999999999977
295,90.0,91.69,1.6899999999999977
296,90.0,91.69,1.6899999999999977
297,65.0,88.72,23.72
298,90.0,91.69,1.6899999999999977
299,90.0,91.69,1.6899999999999977
300,-0.0,88.72,88.72
301,90.0,91.69,1.6899999999999977
302,90.0,91.69,1.6899999999999977
303,90.0,92.95,2.950000000000003
304,90.0,92.95,2.950000000000003
305,90.0,91.69,1.6899999999999977
306,90.0,92.11,2.1099999999999994
307,90.0,91.69,1.6899999999999977
308,90.0,92.95,2.950000000000003
309,65.0,88.72,23.72
310,90.0,93.79,3.7900000000000063
311,90.0,92.95,2.950000000000003
312,90.0,91.69,1.6899999999999977
313,130.5,95.03,35.47
314,98.2,101.31,3.1099999999999994
315,90.0,91.69,1.6899999999999977
316,-0.0,88.72,88.72
317,90.0,93.37,3.3700000000000045
318,90.0,92.11,2.1099999999999994
319,90.0,92.95,2.950000000000003
320,90.0,91.69,1.6899999999999977
321,98.2,100.47,2.269999999999996
322,90.0,91.69,1.6899999999999977
323,90.0,91.69,1.6899999999999977
324,90.0,91.69,1.6899999999999977
325,90.0,91.69,1.6899999999999977
326,68.0,88.55,20.549999999999997
327,85.0,93.49,8.489999999999995
328,17.6,80.61,63.01
329,85.0,93.49,8.489999999999995
330,85.0,93.49,8.489999999999995
331,17.6,80.61,63.01
332,-0.0,85.81,85.81
333,76.5,88.09,11.590000000000003
334,-0.0,84.22,84.22
335,-0.0,95.59,95.59
336,-0.0,96.82,96.82
337,-0.0,85.78,85.78
338,-0.0,87.55,87.55
339,-0.0,73.67,73.67
340,76.5,92.14,15.64
341,-0.0,93.2,93.2
342,-0.0,73.67,73.67
343,94.0,95.27,1.269999999999996
344,124.25,109.67,14.579999999999998
345,76.5,93.8,17.299999999999997
346,94.5,93.7,0.7999999999999972
347,94.5,93.7,0.7999999999999972
348,86.0,83.72,2.280000000000001
349,63.0,79.74,16.739999999999995
350,94.5,93.7,0.7999999999999972
351,94.5,93.7,0.7999999999999972
352,94.5,93.7,0.7999999999999972
353,94.5,93.7,0.7999999999999972
354,63.0,79.74,16.739999999999995
355,94.5,91.77,2.730000000000004
356,94.5,93.7,0.7999999999999972
357,94.5,93.7,0.7999999999999972
358,94.5,93.7,0.7999999999999972
359,94.5,93.7,0.7999999999999972
360,94.5,93.7,0.7999999999999972
361,94.5,93.7,0.7999999999999972
362,63.0,79.74,16.739999999999995
363,94.5,93.7,0.7999999999999972
364,94.5,93.7,0.7999999999999972
365,94.5,91.77,2.730000000000004
366,36.25,88.82,52.56999999999999
367,94.5,93.7,0.7999999999999972
368,94.5,93.7,0.7999999999999972
369,86.0,82.47,3.530000000000001
370,86.0,82.47,3.530000000000001
371,94.5,93.7,0.7999999999999972
372,86.0,82.47,3.530000000000001
373,86.0,82.47,3.530000000000001
374,94.5,93.03,1.4699999999999989
375,94.5,93.7,0.7999999999999972
376,124.7,86.9,37.8
377,86.0,82.47,3.530000000000001
378,94.5,93.7,0.7999999999999972
379,94.5,93.7,0.7999999999999972
380,62.0,78.32,16.319999999999993
381,-0.0,74.59,74.59
382,62.0,76.38,14.379999999999995
383,62.0,77.63,15.629999999999995
384,62.0,76.38,14.379999999999995
385,62.0,77.63,15.629999999999995
386,62.0,78.17,16.17
387,62.0,78.17,16.17
388,62.0,78.17,16.17
389,62.0,78.17,16.17
390,62.0,77.78,15.780000000000001
391,62.0,77.63,15.629999999999995
392,-0.0,74.59,74.59
393,62.0,75.64,13.64
394,62.0,77.63,15.629999999999995
395,63.0,83.29,20.290000000000006
396,62.0,77.63,15.629999999999995
397,60.0,74.75,14.75
398,62.0,78.74,16.739999999999995
399,62.0,76.38,14.379999999999995
400,62.0,78.17,16.17
401,62.0,78.17,16.17
402,62.0,77.63,15.629999999999995
403,62.0,78.17,16.17
404,62.0,76.38,14.379999999999995
405,62.0,78.17,16.17
406,62.0,78.17,16.17
407,62.0,78.74,16.739999999999995
408,62.0,76.38,14.379999999999995
409,62.0,78.17,16.17
410,62.0,78.17,16.17
411,62.0,78.17,16.17
412,85.5,90.3,4.799999999999997
413,-0.0,75.23,75.23
414,76.5,90.13,13.629999999999995
415,-0.0,76.05,76.05
416,58.9,89.02,30.119999999999997
417,62.0,79.86,17.86
418,62.0,77.9,15.900000000000006
419,62.0,79.71,17.709999999999994
420,62.0,79.71,17.709999999999994
421,62.0,77.9,15.900000000000006
422,62.0,79.86,17.86
423,62.0,79.86,17.86
424,84.0,82.77,1.230000000000004
425,62.0,79.71,17.709999999999994
426,62.0,79.71,17.709999999999994
427,62.0,79.86,17.86
428,62.0,79.86,17.86
429,62.0,79.71,17.709999999999994
430,62.0,77.9,15.900000000000006
431,62.0,77.9,15.900000000000006
432,62.0,77.9,15.900000000000006
433,60.0,75.01,15.010000000000005
434,-0.0,74.86,74.86
435,62.0,79.86,17.86
436,62.0,79.86,17.86
437,76.5,89.15,12.650000000000006
438,84.0,82.35,1.6500000000000057
439,62.0,77.9,15.900000000000006
440,62.0,77.9,15.900000000000006
441,60.0,74.86,14.86
442,-0.0,74.86,74.86
443,62.0,79.86,17.86
444,62.0,79.86,17.86
445,62.0,79.86,17.86
446,62.0,79.86,17.86
447,62.0,79.71,17.709999999999994
448,62.0,79.86,17.86
449,62.0,79.86,17.86
450,62.0,79.86,17.86
451,62.0,79.71,17.709999999999994
452,62.0,77.9,15.900000000000006
453,84.0,82.35,1.6500000000000057
454,62.0,77.9,15.900000000000006
455,62.0,79.71,17.709999999999994
456,62.0,79.86,17.86
457,62.0,77.9,15.900000000000006
458,62.0,77.9,15.900000000000006
459,60.0,74.86,14.86
460,62.0,79.86,17.86
461,62.0,79.86,17.86
462,84.0,82.75,1.25
463,62.0,79.71,17.709999999999994
464,62.0,79.86,17.86
465,85.5,93.61,8.11
466,65.0,69.83,4.829999999999998
467,75.0,77.63,2.6299999999999955
468,76.5,92.12,15.620000000000005
469,76.5,91.04,14.540000000000006
470,76.5,92.92,16.42
471,69.4,91.77,22.36999999999999
472,55.9,88.24,32.339999999999996
473,-0.0,74.58,74.58
474,-0.0,74.87,74.87
475,65.0,70.81,5.810000000000002
476,-0.0,77.33,77.33
477,-0.0,76.98,76.98
478,91.38,92.05,0.6700000000000017
479,88.4,91.11,2.7099999999999937
480,88.4,86.26,2.1400000000000006
481,65.0,70.19,5.189999999999998
482,-0.0,94.01,94.01
483,76.5,92.01,15.510000000000005
484,58.9,90.0,31.1
485,76.5,95.06,18.560000000000002
486,106.75,97.71,9.040000000000006
487,76.5,90.81,14.310000000000002
488,46.66,99.4,52.74000000000001
489,65.0,70.19,5.189999999999998
490,76.5,91.53,15.030000000000001
491,55.08,102.64,47.56
492,76.5,91.94,15.439999999999998
493,55.96,90.7,34.74
494,36.0,75.09,39.09
495,68.0,83.5,15.5
496,75.79,94.15,18.36
497,63.46,87.72,24.259999999999998
498,63.46,87.72,24.259999999999998
499,68.0,85.93,17.930000000000007
500,75.0,82.15,7.150000000000006
501,89.75,109.67,19.92
502,72.5,101.28,28.78
503,94.5,106.15,11.650000000000006
504,94.5,106.15,11.650000000000006
505,76.5,103.71,27.209999999999994
506,94.5,104.23,9.730000000000004
507,94.5,104.23,9.730000000000004
508,94.5,106.15,11.650000000000006
509,94.5,106.15,11.650000000000006
510,94.5,106.15,11.650000000000006
511,85.5,103.71,18.209999999999994
512,138.5,108.8,29.700000000000003
513,94.5,106.15,11.650000000000006
514,94.5,92.39,2.1099999999999994
515,94.5,106.15,11.650000000000006
516,94.5,104.23,9.730000000000004
517,94.5,106.15,11.650000000000006
518,72.5,102.54,30.040000000000006
519,94.5,106.15,11.650000000000006
520,94.5,92.39,2.1099999999999994
521,94.5,104.23,9.730000000000004
522,94.5,106.15,11.650000000000006
523,94.5,106.15,11.650000000000006
524,80.75,112.02,31.269999999999996
525,72.5,101.28,28.78
526,94.5,106.15,11.650000000000006
527,94.5,106.15,11.650000000000006
528,94.5,92.39,2.1099999999999994
529,94.5,104.23,9.730000000000004
530,94.5,104.23,9.730000000000004
531,36.25,89.2,52.95
532,76.5,108.17,31.67
533,76.5,99.54,23.040000000000006
534,-0.0,95.11,95.11
535,76.5,99.31,22.810000000000002
536,-0.0,93.13,93.13
537,75.0,94.12,19.120000000000005
538,-0.0,79.1,79.1
539,75.0,89.62,14.620000000000005
540,12.0,96.93,84.93
541,12.0,95.11,83.11
542,85.5,103.02,17.519999999999996
543,-0.0,112.15,112.15
544,12.0,95.11,83.11
545,62.0,89.55,27.549999999999997
546,62.0,89.55,27.549999999999997
547,62.0,89.55,27.549999999999997
548,62.0,87.74,25.739999999999995
549,62.0,89.55,27.549999999999997
550,62.0,87.74,25.739999999999995
551,62.0,89.55,27.549999999999997
552,62.0,87.74,25.739999999999995
553,62.0,89.55,27.549999999999997
554,62.0,89.55,27.549999999999997
555,62.0,89.55,27.549999999999997
556,62.0,87.74,25.739999999999995
557,62.0,89.55,27.549999999999997
558,62.0,89.55,27.549999999999997
559,62.0,89.55,27.549999999999997
560,62.0,87.74,25.739999999999995
561,62.0,87.96,25.959999999999994
562,62.0,89.55,27.549999999999997
563,62.0,87.74,25.739999999999995
564,62.0,89.55,27.549999999999997
565,62.0,89.55,27.549999999999997
566,62.0,89.55,27.549999999999997
567,60.0,80.9,20.900000000000006
568,84.0,92.19,8.189999999999998
569,62.0,89.55,27.549999999999997
570,62.0,87.74,25.739999999999995
571,62.0,87.74,25.739999999999995
572,62.0,89.55,27.549999999999997
573,-0.0,84.71,84.71
574,62.0,89.55,27.549999999999997
575,76.5,102.26,25.760000000000005
576,76.5,102.37,25.870000000000005
577,76.5,99.98,23.480000000000004
578,84.0,92.19,8.189999999999998
579,-0.0,84.71,84.71
580,80.0,101.71,21.709999999999994
581,-0.0,80.32,80.32
582,80.0,101.71,21.709999999999994
583,-0.0,84.5,84.5
584,-0.0,84.5,84.5
585,90.0,87.52,2.480000000000004
586,65.0,80.83,15.829999999999998
587,80.0,92.33,12.329999999999998
588,84.0,93.51,9.510000000000005
589,62.0,90.65,28.650000000000006
590,84.0,93.29,9.290000000000006
591,62.0,88.84,26.840000000000003
592,62.0,90.65,28.650000000000006
593,75.0,82.75,7.75
594,75.0,98.04,23.040000000000006
595,75.0,84.84,9.840000000000003
596,75.0,84.99,9.989999999999995
597,-0.0,94.46,94.46
598,6.0,80.05,74.05
599,6.0,80.05,74.05
600,-0.0,75.76,75.76
601,62.0,88.84,26.840000000000003
602,62.0,90.65,28.650000000000006
603,62.0,90.65,28.650000000000006
604,62.0,90.65,28.650000000000006
605,62.0,90.65,28.650000000000006
606,85.5,107.7,22.200000000000003
607,12.0,90.02,78.02
608,75.0,83.09,8.090000000000003
609,62.0,88.84,26.840000000000003
610,62.0,90.65,28.650000000000006
611,-0.0,85.79,85.79
612,62.0,88.84,26.840000000000003
613,62.0,90.65,28.650000000000006
614,62.0,90.65,28.650000000000006
615,62.0,89.05,27.049999999999997
616,62.0,88.84,26.840000000000003
617,62.0,90.65,28.650000000000006
618,62.0,90.65,28.650000000000006
619,18.0,102.94,84.94
620,105.0,91.12,13.879999999999995
621,75.0,85.38,10.379999999999995
622,62.0,90.65,28.650000000000006
623,62.0,90.65,28.650000000000006
624,62.0,90.65,28.650000000000006
625,62.0,90.65,28.650000000000006
626,76.5,102.84,26.340000000000003
627,62.0,88.84,26.840000000000003
628,62.0,88.84,26.840000000000003
629,62.0,90.65,28.650000000000006
630,65.0,84.97,19.97
631,65.0,84.97,19.97
632,60.0,80.7,20.700000000000003
633,65.0,84.97,19.97
634,76.5,110.18,33.68000000000001
635,65.0,83.72,18.72
636,65.0,83.72,18.72
637,60.0,80.72,20.72
638,65.0,84.97,19.97
639,65.0,83.72,18.72
640,60.0,80.7,20.700000000000003
641,65.0,84.97,19.97
642,65.0,83.72,18.72
643,65.0,83.72,18.72
644,65.0,83.72,18.72
645,65.0,84.97,19.97
646,-0.0,80.7,80.7
647,61.0,84.14,23.14
648,65.0,83.72,18.72
649,65.0,83.72,18.72
650,90.0,92.52,2.519999999999996
651,65.0,83.72,18.72
652,60.0,80.7,20.700000000000003
653,90.0,87.99,2.010000000000005
654,65.0,83.72,18.72
655,65.0,84.97,19.97
656,66.0,89.23,23.230000000000004
657,65.0,83.72,18.72
658,65.0,83.72,18.72
659,76.5,111.75,35.25
660,65.0,84.97,19.97
661,65.0,83.72,18.72
662,60.0,80.7,20.700000000000003
663,65.0,83.72,18.72
664,80.0,100.72,20.72
665,60.0,80.72,20.72
666,65.0,84.97,19.97
667,-0.0,80.7,80.7
668,67.5,102.34,34.84
669,67.5,102.34,34.84
670,90.0,90.94,0.9399999999999977
671,75.0,83.52,8.519999999999996
672,76.5,103.31,26.810000000000002
673,85.5,103.31,17.810000000000002
674,84.0,93.29,9.290000000000006
675,62.0,88.84,26.840000000000003
676,62.0,90.65,28.650000000000006
677,-0.0,85.79,85.79
678,70.0,86.48,16.480000000000004
679,67.0,79.77,12.769999999999996
680,70.0,84.03,14.030000000000001
681,81.0,94.8,13.799999999999997
682,81.0,88.14,7.140000000000001
683,80.0,90.26,10.260000000000005
684,81.0,97.51,16.510000000000005
685,90.0,101.43,11.430000000000007
686,81.0,101.82,20.819999999999993
687,-0.0,80.19,80.19
688,90.0,91.88,1.8799999999999955
689,75.0,82.78,7.780000000000001
690,-0.0,95.13,95.13
691,68.0,99.4,31.400000000000006
692,90.0,90.3,0.29999999999999716
693,76.5,103.05,26.549999999999997
694,76.08,106.06,29.980000000000004
695,63.75,99.6,35.849999999999994
696,67.0,81.47,14.469999999999999
697,67.0,81.47,14.469999999999999
698,67.0,80.2,13.200000000000003
699,75.0,92.41,17.409999999999997
700,75.0,91.12,16.120000000000005
701,98.0,89.38,8.620000000000005
702,75.0,83.31,8.310000000000002
703,81.0,101.85,20.849999999999994
704,62.0,89.12,27.120000000000005
705,62.0,89.12,27.120000000000005
706,62.0,90.94,28.939999999999998
707,75.0,92.16,17.159999999999997
708,75.0,95.18,20.180000000000007
709,81.0,102.33,21.33
710,62.0,89.12,27.120000000000005
711,84.0,95.55,11.549999999999997
712,75.0,85.06,10.060000000000002
713,62.0,89.12,27.120000000000005
714,62.0,90.94,28.939999999999998
715,62.0,90.94,28.939999999999998
716,80.0,87.49,7.489999999999995
717,162.0,127.14,34.86
718,62.0,89.12,27.120000000000005
719,153.0,131.62,21.379999999999995
720,62.0,89.12,27.120000000000005
721,62.0,89.12,27.120000000000005
722,62.0,90.94,28.939999999999998
723,62.0,90.94,28.939999999999998
724,62.0,90.94,28.939999999999998
725,84.0,95.55,11.549999999999997
726,62.0,89.12,27.120000000000005
727,62.0,90.94,28.939999999999998
728,-0.0,86.08,86.08
729,81.0,102.35,21.349999999999994
730,84.0,95.55,11.549999999999997
731,81.0,100.44,19.439999999999998
732,62.0,89.12,27.120000000000005
733,62.0,90.94,28.939999999999998
734,62.0,89.12,27.120000000000005
735,62.0,89.12,27.120000000000005
736,62.0,89.12,27.120000000000005
737,-0.0,86.08,86.08
738,62.0,89.12,27.120000000000005
739,62.0,91.09,29.090000000000003
740,62.0,89.12,27.120000000000005
741,98.0,87.94,10.060000000000002
742,75.0,85.06,10.060000000000002
743,62.0,89.12,27.120000000000005
744,62.0,89.12,27.120000000000005
745,62.0,90.94,28.939999999999998
746,60.0,112.02,52.019999999999996
747,90.0,91.53,1.5300000000000011
748,75.0,82.09,7.090000000000003
749,76.5,103.75,27.25
750,76.5,104.58,28.08
751,75.0,82.91,7.909999999999997
752,76.5,101.61,25.11
753,90.0,92.01,2.010000000000005
754,76.5,102.62,26.120000000000005
755,76.5,104.67,28.17
756,75.0,86.84,11.840000000000003
757,80.0,85.26,5.260000000000005
758,153.0,116.13,36.870000000000005
759,75.0,83.07,8.069999999999993
760,98.0,89.55,8.450000000000003
761,89.0,99.49,10.489999999999995
762,75.0,87.14,12.14
763,76.5,109.66,33.16
764,75.0,83.71,8.709999999999994
765,75.0,85.82,10.819999999999993
766,90.0,92.83,2.8299999999999983
767,76.5,109.66,33.16
768,100.0,97.75,2.25
769,94.5,107.36,12.86
770,94.5,105.42,10.920000000000002
771,72.5,102.46,29.959999999999994
772,94.5,107.36,12.86
773,86.0,93.71,7.709999999999994
774,86.0,95.52,9.519999999999996
775,94.5,91.66,2.8400000000000034
776,36.25,102.28,66.03
777,94.5,107.36,12.86
778,89.0,99.49,10.489999999999995
779,50.8,94.34,43.540000000000006
780,100.0,97.75,2.25
781,76.5,101.53,25.03
782,75.0,82.47,7.469999999999999
783,86.0,95.52,9.519999999999996
784,94.5,105.42,10.920000000000002
785,124.7,100.13,24.570000000000007
786,86.0,95.52,9.519999999999996
787,153.0,127.87,25.129999999999995
788,94.5,91.66,2.8400000000000034
789,94.5,91.66,2.8400000000000034
790,94.5,105.42,10.920000000000002
791,94.5,107.36,12.86
792,94.5,107.36,12.86
793,94.5,107.36,12.86
794,94.5,107.36,12.86
795,86.0,95.52,9.519999999999996
796,94.5,105.42,10.920000000000002
797,94.5,107.36,12.86
798,86.0,95.52,9.519999999999996
799,94.5,91.66,2.8400000000000034
800,86.0,95.52,9.519999999999996
801,94.5,107.36,12.86
802,94.5,107.36,12.86
803,86.0,95.52,9.519999999999996
804,98.0,87.96,10.040000000000006
805,94.5,107.36,12.86
806,94.5,107.36,12.86
807,94.5,105.42,10.920000000000002
808,94.5,107.36,12.86
809,94.5,107.36,12.86
810,86.0,93.71,7.709999999999994
811,94.5,105.42,10.920000000000002
812,94.5,105.42,10.920000000000002
813,94.5,107.36,12.86
